rows,date_min,date_max,file_path,k_d1,k_d3,k_d5,p_neg1_d1,p_zero_d1,p_pos1_d1,p_neg1_d3,p_zero_d3,p_pos1_d3,p_neg1_d5,p_zero_d5,p_pos1_d5
733,2022-10-05,2025-09-12,/home/wrm/BOLSA_2026/gold/IBOV/gold_ibov_features.parquet,0.6117647058823529,0.9529411764705882,0.8798319327731092,0.2646657571623465,0.4529331514324693,0.28240109140518416,0.296043656207367,0.39154160982264663,0.31241473396998637,0.3424283765347885,0.31377899045020463,0.34379263301500684
