run_ts,source_parquet_path,source_sha256,rows,date_min,date_max,nan_counts_json,ks_json,neutral_props_json,gold_parquet_path,gold_sha256
20250917_145651,/home/wrm/BOLSA_2026/intermediarios/silver/run_20250917_114743/IBOV_silver.parquet,350216dfaa30971bb83a75e9f3364b25397b33aeebfa2eb7e80d805a2279b7ca,2743,2014-08-26,2025-09-12,{"date": 0, "open": 0, "high": 0, "low": 0, "close": 0, "adj_close": 0, "volume": 0, "logret": 0, "sigma_rolling": 0, "label_d1": 0, "label_d3": 2, "label_d5": 4},{"d1": 0.55, "d3": 0.75, "d5": 0.75},{"d1": 0.480131, "d3": 0.383072, "d5": 0.308507},/home/wrm/BOLSA_2026/intermediarios/gold/run_20250917_145651/IBOV_gold.parquet,34e223e8f8223c1d607974aae3f0db15b50c12ec7dc6495d6057dbe67ffe1c24
