run_ts,source_parquet_path,source_sha256,rows,date_min,date_max,duplicates_dropped,nan_counts_json,adj_close_rule,columns_json,silver_parquet_path,silver_sha256
20250917_114743,/home/wrm/BOLSA_2026/dados_originais/IBOV_2013-08-18_2025-09-17.parquet,c18ab2ee0d4ffbc4e969bcfc79fa2c31445c739096ea75a1e3a4968b038eaafa,2996,2013-08-19,2025-09-17,0,{"date": 0, "open": 0, "high": 0, "low": 0, "close": 0, "adj_close": 0, "volume": 0},filled_from_close_all_rows,["date", "open", "high", "low", "close", "adj_close", "volume"],/home/wrm/BOLSA_2026/intermediarios/silver/run_20250917_114743/IBOV_silver.parquet,350216dfaa30971bb83a75e9f3364b25397b33aeebfa2eb7e80d805a2279b7ca
